Uttar Pradesh, Basti,2009,N.A.,N.A.,N.A.,N.A.,N.A.,36.6,145.2,337.5,108.7,99,0,4.7,N.A.
Uttar Pradesh, Basti,2010,5.1,13.2,0,0,1.7,23.4,150.8,196.9,388.4,44.9,0,0,824.4
Uttar Pradesh, Bijnor,2004,18.5,14,0,78.8,58.9,84.8,283.5,378,139.5,35.4,0,0,1091.4
Uttar Pradesh, Bijnor,2005,27.1,39.4,15.9,1.9,19.8,113.3,393.4,103.5,422.8,0,0,0,1137.1
Uttar Pradesh, Bijnor,2006,2.7,0,15.9,6,161.2,108.4,295.1,143.9,62.4,11.8,0,2.7,810.1
Uttar Pradesh, Bijnor,2007,0.3,143.2,67.6,11.9,29.9,172.7,259.6,287.6,125.9,57,0,N.A.,N.A.
Uttar Pradesh, Bijnor,2008,1.3,0,0,10.5,42.1,270,294.2,255.4,52.1,24.8,18.8,0,969.2
Uttar Pradesh, Bijnor,2009,0,18.3,7,4.7,16.8,43.6,99.3,262.3,230,16.8,0,0,698.8
Uttar Pradesh, Bijnor,2010,8,29.8,0,0,20.3,7.9,568,299.8,347.5,1.7,0,15,1298
Uttar Pradesh, Bulandshahr,2004,4,0,0,3,10.3,35.2,72.4,262.1,48.3,49.6,N.A.,N.A.,N.A.
Uttar Pradesh, Bulandshahr,2005,N.A.,N.A.,34.5,0,0,20.7,277.8,57.3,202.9,0,0,0,N.A.
Uttar Pradesh, Bulandshahr,2006,0,0,3.3,0,7,29.1,186.8,30.9,67.2,0,0,0,324.3
Uttar Pradesh, Bulandshahr,2007,0,27.7,16,0,0,54.2,158.5,170.2,21.7,0,N.A.,N.A.,N.A.
Uttar Pradesh, Bulandshahr,2008,N.A.,N.A.,N.A.,N.A.,5.8,81,239.3,319.3,87.4,0,N.A.,N.A.,N.A.
Uttar Pradesh, Bulandshahr,2009,N.A.,N.A.,N.A.,N.A.,N.A.,6,90.2,176.9,91.4,34.7,11.9,1.8,N.A.
Uttar Pradesh, Bulandshahr,2010,1.9,10.5,0,0,0,0.3,183.8,245.4,296.3,0,9.5,2.7,750.4
Uttar Pradesh, Deoria,2004,33.6,0,0,16.5,92.1,202.4,333,103.5,33.5,23.5,N.A.,N.A.,N.A.
Uttar Pradesh, Deoria,2005,4,22,16,0,15.5,33,316.1,281,11,32.5,0,0,731.1
Uttar Pradesh, Deoria,2006,0,0,25,51.5,31.5,151.8,245.6,193.9,153.5,0,0,0,852.8
Uttar Pradesh, Deoria,2007,0,31.6,19.5,0,45,43.5,468,208.2,278,47,N.A.,N.A.,N.A.
Uttar Pradesh, Deoria,2008,N.A.,N.A.,N.A.,N.A.,N.A.,287.1,443.9,295,68.5,40.5,N.A.,N.A.,N.A.
Uttar Pradesh, Deoria,2009,N.A.,N.A.,N.A.,N.A.,N.A.,24.5,78.5,186,86.8,13,0,0,N.A.
Uttar Pradesh, Deoria,2010,0.1,4.5,0,0,35,61,197.2,166.6,281.2,83,0,0,828.6
Uttar Pradesh, Etah,2004,10.8,0,0,33.7,25.1,17.2,63.1,239,50.5,46.5,0,0,485.9
Uttar Pradesh, Etah,2005,0.6,11.4,26.6,0,9.4,15.5,151.9,31.5,70,0,0,0.5,317.4
Uttar Pradesh, Etah,2006,0,0,4,0,16,76.9,229.1,86.8,84.7,18.6,0,0,516.1
Uttar Pradesh, Etah,2007,0,74.5,64.4,0,15.4,13.6,139.5,127.2,32.1,1,0,0,467.7
